id,name,inserttime,validfrom,validto,sourceid,styleid,sku,listprice,url,releasedate,retiredate,framecolour,lensid,fitid,genderid,note,image,imagesmall
769,Plasma/Fire Iridium,2017-06-15 17:23:57,2017-06-15 21:23:56,NULL,2,446,04-102,$285,http://www.o-review.com/glassesdetail.asp?ID=170,1997,2004,Plasma,23,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Romeo_Plasma_Fire.jpg,http://www.o-review.com/images/X-Metal/small/Romeo_Plasma_Fire.jpg
770,Black/Black Iridium Polarized,2017-06-15 17:24:00,2017-06-15 21:23:59,NULL,2,639,12-837,$180,http://www.o-review.com/glassesdetail.asp?ID=1128,NULL,2005,Black,8,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_Black_Black.jpg,http://www.o-review.com/images/Jackets/small/Valve_Black_Black.jpg
771,Light/Black Iridium Polarized,2017-06-15 17:24:03,2017-06-15 21:24:02,NULL,2,464,12-830,$250,http://www.o-review.com/glassesdetail.asp?ID=985,2004,2005,Light,8,1,NULL,NULL,NULL,NULL
772,Titanium/Gold Iridium,2017-06-15 17:24:15,2017-06-15 21:24:15,NULL,2,446,04-101,$275,http://www.o-review.com/glassesdetail.asp?ID=169,1997,2004,Titanium,34,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Romeo_Titanium_Gold.jpg,http://www.o-review.com/images/X-Metal/small/Romeo_Titanium_Gold.jpg
773,Black - FMJ+/Black Iridium,2017-06-15 17:24:19,2017-06-15 21:24:18,NULL,2,639,03-875,$115,http://www.o-review.com/glassesdetail.asp?ID=9,NULL,2005,Black - FMJ+,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_Black_Black.jpg,http://www.o-review.com/images/Jackets/small/Valve_Black_Black.jpg
774,Matte Black/Black Iridium Polarized,2017-06-15 17:24:20,2017-06-15 21:24:20,NULL,2,464,12-829,$250,http://www.o-review.com/glassesdetail.asp?ID=1093,2004,NULL,Matte Black,8,1,NULL,NULL,http://www.o-review.com/images/Wire/Why81_MatteBlack_BlackPolarized.jpg,http://www.o-review.com/images/Wire/small/Why81_MatteBlack_BlackPolarized.jpg
775,X-Metal/Black Iridium,2017-06-15 17:24:37,2017-06-15 21:24:37,NULL,2,446,04-100,$250,http://www.o-review.com/glassesdetail.asp?ID=168,1997,2004,X-Metal,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Romeo_XMetal_Black.jpg,http://www.o-review.com/images/X-Metal/small/Romeo_XMetal_Black.jpg
776,Blue - FMJ+/Black Iridium,2017-06-15 17:24:42,2017-06-15 21:24:41,NULL,2,639,03-877,$115,http://www.o-review.com/glassesdetail.asp?ID=8,NULL,2005,Blue - FMJ+,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_Blue_Black.jpg,http://www.o-review.com/images/Jackets/small/Valve_Blue_Black.jpg
777,Black Chrome/Black Iridium,2017-06-15 17:24:49,2017-06-15 21:24:48,NULL,2,465,05-874,$180,http://www.o-review.com/glassesdetail.asp?ID=984,2004,NULL,Black Chrome,7,1,NULL,NULL,http://www.o-review.com/images/Wire/Why80_BlackChrome_Black.jpg,http://www.o-review.com/images/Wire/small/Why80_BlackChrome_Black.jpg
778,Bronze/Titanium Iridium Polarized,2017-06-15 17:25:02,2017-06-15 21:25:01,NULL,2,639,03-878,$180,http://www.o-review.com/glassesdetail.asp?ID=7,NULL,2005,Bronze,65,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_Bronze_TitaniumPolarized.jpg,http://www.o-review.com/images/Jackets/small/Valve_Bronze_TitaniumPolarized.jpg
779,Copper/VR28 Black Iridium,2017-06-15 17:25:05,2017-06-15 21:25:05,NULL,2,447,04-134,$290,http://www.o-review.com/glassesdetail.asp?ID=171,2001,2003,Copper,71,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Penny_Copper_VR28.jpg,http://www.o-review.com/images/X-Metal/small/Penny_Copper_VR28.jpg
780,Black Chrome/Brown-Clear Gradient,2017-06-15 17:25:15,2017-06-15 21:25:15,NULL,2,465,05-872,$180,http://www.o-review.com/glassesdetail.asp?ID=1975,2005,NULL,Black Chrome,94,1,NULL,NULL,http://www.o-review.com/images/Wire/Why80_BlackChrome_BrownGradient.jpg,http://www.o-review.com/images/Wire/small/Why80_BlackChrome_BrownGradient.jpg
781,Dark Grey/Grey,2017-06-15 17:25:25,2017-06-15 21:25:24,NULL,2,639,03-880,$115,http://www.o-review.com/glassesdetail.asp?ID=1326,NULL,2005,Dark Grey,37,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_DarkGrey_Grey.jpg,http://www.o-review.com/images/Jackets/small/Valve_DarkGrey_Grey.jpg
782,Polished/Black Iridium,2017-06-15 17:25:31,2017-06-15 21:25:31,NULL,2,447,04-131,$290,http://www.o-review.com/glassesdetail.asp?ID=175,2001,NULL,Polished,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Penny_Polished_Black.jpg,http://www.o-review.com/images/X-Metal/small/Penny_Polished_Black.jpg
783,Brown/Gold Iridium Polarized,2017-06-15 17:25:36,2017-06-15 21:25:35,NULL,2,465,12-832,$250,http://www.o-review.com/glassesdetail.asp?ID=1094,2004,NULL,Brown,35,1,NULL,NULL,http://www.o-review.com/images/Wire/Why80_Brown_GoldIridiumPolarized.jpg,http://www.o-review.com/images/Wire/small/Why80_Brown_GoldIridiumPolarized.jpg
784,TiO2/Emerald Iridium,2017-06-15 17:25:51,2017-06-15 21:25:51,NULL,2,447,04-133,None,http://www.o-review.com/glassesdetail.asp?ID=2049,NULL,2006,TiO2,20,1,NULL,NULL,http://www.aquaria.za.net/oakleydb/images/X-Metal/Penny_TiO2_Emerald.jpg,http://www.aquaria.za.net/oakleydb/images/X-Metal/small/Penny_TiO2_Emerald.jpg
785,Dark Grey/Ice Iridium,2017-06-15 17:25:53,2017-06-15 21:25:53,NULL,2,639,04-675,$125,http://www.o-review.com/glassesdetail.asp?ID=845,2004,2005,Dark Grey,42,1,NULL,NULL,http://www.o-review.com/images/Jackets/Montoya_Valve.jpg,http://www.o-review.com/images/Jackets/small/Montoya_Valve.jpg
786,Light/Black Iridium Polarized,2017-06-15 17:25:56,2017-06-15 21:25:55,NULL,2,465,12-830,$250,http://www.o-review.com/glassesdetail.asp?ID=1095,2004,2006,Light,8,1,NULL,NULL,NULL,NULL
787,Titanium/Ice Iridium,2017-06-15 17:26:10,2017-06-15 21:26:09,NULL,2,447,04-130,$290,http://www.o-review.com/glassesdetail.asp?ID=174,2001,NULL,Titanium,42,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Penny_Titanium_Ice.jpg,http://www.o-review.com/images/X-Metal/small/Penny_Titanium_Ice.jpg
788,Matte Black/Dark Grey,2017-06-15 17:26:13,2017-06-15 21:26:12,NULL,2,465,05-877,$170,http://www.o-review.com/glassesdetail.asp?ID=513,2004,NULL,Matte Black,18,1,NULL,NULL,http://www.o-review.com/images/Wire/Why80_MatteBlack_DarkGrey.jpg,http://www.o-review.com/images/Wire/small/Why80_MatteBlack_DarkGrey.jpg
789,Dark Grey - Red/Black Iridium,2017-06-15 17:26:18,2017-06-15 21:26:17,NULL,2,639,12-638,$120,http://www.o-review.com/glassesdetail.asp?ID=89,NULL,2005,Dark Grey - Red,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Ducati_Valve.jpg,http://www.o-review.com/images/Jackets/small/Ducati_Valve.jpg
790,Titanium/VR28 Black Iridium,2017-06-15 17:26:28,2017-06-15 21:26:27,NULL,2,447,04-132,$290,http://www.o-review.com/glassesdetail.asp?ID=173,2001,2004,Titanium,71,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Penny_Titanium_VR28.jpg,http://www.o-review.com/images/X-Metal/small/Penny_Titanium_VR28.jpg
791,Polished Chrome/Titanium Clear,2017-06-15 17:26:37,2017-06-15 21:26:37,NULL,2,465,05-876,$190,http://www.o-review.com/glassesdetail.asp?ID=512,2004,NULL,Polished Chrome,63,1,NULL,NULL,http://www.o-review.com/images/Wire/Why80_PolishedChrome_Clear.jpg,http://www.o-review.com/images/Wire/small/Why80_PolishedChrome_Clear.jpg
792,FMJ Platinum - FMJ+/Gold Iridium,2017-06-15 17:26:41,2017-06-15 21:26:40,NULL,2,639,03-876,$150,http://www.o-review.com/glassesdetail.asp?ID=6,NULL,2004,FMJ Platinum - FMJ+,34,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_PlatinumFMJ_Gold.jpg,http://www.o-review.com/images/Jackets/small/Valve_PlatinumFMJ_Gold.jpg
793,X-Metal/Ruby Iridium,2017-06-15 17:26:55,2017-06-15 21:26:54,NULL,2,447,04-135,$400,http://www.o-review.com/glassesdetail.asp?ID=172,2001,2003,X-Metal,60,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Penny_XMetal_Ruby.jpg,http://www.o-review.com/images/X-Metal/small/Penny_XMetal_Ruby.jpg
794,Polished Gold/VR50 Gold Iridium,2017-06-15 17:26:59,2017-06-15 21:26:58,NULL,2,465,05-875,$180,http://www.o-review.com/glassesdetail.asp?ID=511,2004,NULL,Polished Gold,82,1,NULL,NULL,http://www.o-review.com/images/Wire/Why80_PolishedGold_VR50Gold.jpg,http://www.o-review.com/images/Wire/small/Why80_PolishedGold_VR50Gold.jpg
795,Matte Black - Orange/Black Iridium,2017-06-15 17:27:04,2017-06-15 21:27:03,NULL,2,639,12-707,$140,http://www.o-review.com/glassesdetail.asp?ID=3212,November 2006,NULL,Matte Black - Orange,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_TonyStewartBlackOrange_Black.jpg,http://www.o-review.com/images/Jackets/small/Valve_TonyStewartBlackOrange_Black.jpg
796,X-Metal/Black Iridium,2017-06-15 17:27:22,2017-06-15 21:27:21,NULL,2,448,04-103,$275,http://www.o-review.com/glassesdetail.asp?ID=163,March 1998,NULL,X-Metal,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Mars_XMetal_Black.jpg,http://www.o-review.com/images/X-Metal/small/Mars_XMetal_Black.jpg
797,Silver/Fire Iridium,2017-06-15 17:27:23,2017-06-15 21:27:23,NULL,2,639,03-879,$115,http://www.o-review.com/glassesdetail.asp?ID=10,NULL,2004,Silver,23,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_Silver_Fire.jpg,http://www.o-review.com/images/Jackets/small/Valve_Silver_Fire.jpg
798,Black (Lens 1)/Clear,2017-06-15 17:27:29,2017-06-15 21:27:28,NULL,2,218,,None,http://www.o-review.com/glassesdetail.asp?ID=700,NULL,NULL,Black (Lens 1),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens1_Black_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens1_Black_Clear.jpg
799,Silver/Ice Iridium,2017-06-15 17:27:39,2017-06-15 21:27:39,NULL,2,639,12-642,$130,http://www.o-review.com/glassesdetail.asp?ID=935,NULL,2004,Silver,42,1,NULL,NULL,http://www.o-review.com/images/Jackets/Valve_Silver_Ice.jpg,http://www.o-review.com/images/Jackets/small/Valve_Silver_Ice.jpg
800,X-Metal/Emerald Iridium,2017-06-15 17:27:43,2017-06-15 21:27:42,NULL,2,448,04-106,$285,http://www.o-review.com/glassesdetail.asp?ID=208,March 1998,2002,X-Metal,20,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Mars_XMetal_Emerald.jpg,http://www.o-review.com/images/X-Metal/small/Mars_XMetal_Emerald.jpg
801,Black (Lens 3)/Clear,2017-06-15 17:27:50,2017-06-15 21:27:50,NULL,2,218,11-645,None,http://www.o-review.com/glassesdetail.asp?ID=690,NULL,NULL,Black (Lens 3),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens3_Black_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens3_Black_Clear.jpg
802,X-Metal/Ruby Iridium,2017-06-15 17:28:10,2017-06-15 21:28:10,NULL,2,448,04-107,$285,http://www.o-review.com/glassesdetail.asp?ID=160,March 1998,NULL,X-Metal,60,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Mars_XMetal_Ruby.jpg,http://www.o-review.com/images/X-Metal/small/Mars_XMetal_Ruby.jpg
803,Black/Gold Iridium,2017-06-15 17:28:13,2017-06-15 21:28:12,NULL,2,640,04-025,$130,http://www.o-review.com/glassesdetail.asp?ID=577,1995,2000,Black,34,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_Black_Gold.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_Black_Gold.jpg
804,Brown (Lens 1)/Clear,2017-06-15 17:28:20,2017-06-15 21:28:20,NULL,2,218,,None,http://www.o-review.com/glassesdetail.asp?ID=699,NULL,NULL,Brown (Lens 1),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens1_Brown_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens1_Brown_Clear.jpg
805,Crystal Black/Fire Iridium Polarized,2017-06-15 17:28:20,2017-06-15 21:28:20,NULL,2,603,04-294,$165,http://www.o-review.com/glassesdetail.asp?ID=376,NULL,NULL,Crystal Black,24,1,NULL,NULL,NULL,NULL
806,Black/VR28,2017-06-15 17:28:32,2017-06-15 21:28:31,NULL,2,640,04-027,$130,http://www.o-review.com/glassesdetail.asp?ID=198,1995,2000,Black,70,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_Black_VR28.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_Black_VR28.jpg
807,X-Metal Crater/Black Iridium,2017-06-15 17:28:32,2017-06-15 21:28:31,NULL,2,448,04-105,$275,http://www.o-review.com/glassesdetail.asp?ID=162,March 1998,NULL,X-Metal Crater,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Mars_XMetalCrater_Black.jpg,http://www.o-review.com/images/X-Metal/small/Mars_XMetalCrater_Black.jpg
808,Crystal Black/Grey,2017-06-15 17:28:38,2017-06-15 21:28:38,NULL,2,603,30-484,$69,http://www.o-review.com/glassesdetail.asp?ID=3917,NULL,NULL,Crystal Black,37,1,NULL,NULL,NULL,NULL
809,Brown (Lens 2)/Clear,2017-06-15 17:28:44,2017-06-15 21:28:44,NULL,2,218,,None,http://www.o-review.com/glassesdetail.asp?ID=694,NULL,NULL,Brown (Lens 2),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens2_Brown_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens2_Brown_Clear.jpg
810,X-Metal Crater w/Red Socks/Black Iridium,2017-06-15 17:29:00,2017-06-15 21:28:59,NULL,2,448,04-109,$275,http://www.o-review.com/glassesdetail.asp?ID=2312,March 1998,2002,X-Metal Crater w/Red Socks,7,1,NULL,NULL,NULL,NULL
811,Black Gold/Gold Iridium,2017-06-15 17:29:01,2017-06-15 21:29:00,NULL,2,640,04-024,$130,http://www.o-review.com/glassesdetail.asp?ID=195,1995,2000,Black Gold,34,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_BlackGold_Gold.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_BlackGold_Gold.jpg
812,Crystal Black/Grey,2017-06-15 17:29:02,2017-06-15 21:29:01,NULL,2,603,04-284,$90,http://www.o-review.com/glassesdetail.asp?ID=789,NULL,NULL,Crystal Black,37,1,NULL,NULL,NULL,NULL
813,Brown (Lens 3)/Clear,2017-06-15 17:29:08,2017-06-15 21:29:07,NULL,2,218,11-642,None,http://www.o-review.com/glassesdetail.asp?ID=689,NULL,NULL,Brown (Lens 3),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens3_Brown_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens3_Brown_Clear.jpg
814,X-Metal Leather/Gold Iridium,2017-06-15 17:29:20,2017-06-15 21:29:19,NULL,2,448,04-104,$315,http://www.o-review.com/glassesdetail.asp?ID=161,March 1998,NULL,X-Metal Leather,34,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Mars_Leather_Gold.jpg,http://www.o-review.com/images/X-Metal/small/Mars_Leather_Gold.jpg
815,Blood/Black Iridium,2017-06-15 17:29:23,2017-06-15 21:29:23,NULL,2,640,04-020,$130,http://www.o-review.com/glassesdetail.asp?ID=197,1995,1997,Blood,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_Blood_Black.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_Blood_Black.jpg
816,Dark Purple (Washington)/Black Iridium,2017-06-15 17:29:25,2017-06-15 21:29:24,NULL,2,603,13-841,$120,http://www.o-review.com/glassesdetail.asp?ID=1208,NULL,NULL,Dark Purple (Washington),7,1,NULL,NULL,NULL,NULL
817,Cobalt (Lens 1)/Clear,2017-06-15 17:29:28,2017-06-15 21:29:27,NULL,2,218,11-641,None,http://www.o-review.com/glassesdetail.asp?ID=698,NULL,NULL,Cobalt (Lens 1),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens1_Cobalt_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens1_Cobalt_Clear.jpg
818,X-Metal w/Red Socks/Black Iridium,2017-06-15 17:29:42,2017-06-15 21:29:42,NULL,2,448,04-108,$275,http://www.o-review.com/glassesdetail.asp?ID=2311,March 1998,2002,X-Metal w/Red Socks,7,1,NULL,NULL,NULL,NULL
819,Camouflage/Gold Iridium,2017-06-15 17:29:45,2017-06-15 21:29:44,NULL,2,640,04-022,$130,http://www.o-review.com/glassesdetail.asp?ID=204,1995,1997,Camouflage,34,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_Camouflage_Gold.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_Camouflage_Gold.jpg
820,Electric Blue/Black Iridium,2017-06-15 17:29:45,2017-06-15 21:29:45,NULL,2,603,12-613,$135,http://www.o-review.com/glassesdetail.asp?ID=385,NULL,NULL,Electric Blue,7,1,NULL,NULL,NULL,NULL
821,Cobalt (Lens 2)/Clear,2017-06-15 17:29:50,2017-06-15 21:29:49,NULL,2,218,,None,http://www.o-review.com/glassesdetail.asp?ID=693,NULL,NULL,Cobalt (Lens 2),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens2_Cobalt_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens2_Cobalt_Clear.jpg
822,24K/Titanium Iridium Polarized,2017-06-15 17:29:59,2017-06-15 21:29:58,NULL,2,449,24-293,$450,http://www.o-review.com/glassesdetail.asp?ID=5751,October 2011,NULL,24K,65,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Juliet_24K_TitaniumPolarized.jpg,http://www.o-review.com/images/X-Metal/small/Juliet_24K_TitaniumPolarized.jpg
823,FMJ 7.62/Black Iridium,2017-06-15 17:30:04,2017-06-15 21:30:04,NULL,2,640,04-023,$130,http://www.o-review.com/glassesdetail.asp?ID=196,1995,1997,FMJ 7.62,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_FMJ762_Black.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_FMJ762_Black.jpg
824,Electric Mustard/Fire Iridium,2017-06-15 17:30:10,2017-06-15 21:30:09,NULL,2,603,04-293,None,http://www.o-review.com/glassesdetail.asp?ID=1135,NULL,NULL,Electric Mustard,23,1,NULL,NULL,NULL,NULL
825,Cobalt (Lens 3)/Clear,2017-06-15 17:30:10,2017-06-15 21:30:09,NULL,2,218,,None,http://www.o-review.com/glassesdetail.asp?ID=688,NULL,NULL,Cobalt (Lens 3),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens3_Cobalt_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens3_Cobalt_Clear.jpg
826,Brown/VR28 Black Iridium,2017-06-15 17:30:11,2017-06-15 21:30:10,NULL,2,449,04-129,$300,http://www.o-review.com/glassesdetail.asp?ID=963,2004,NULL,Brown,71,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Juliet_Brown_VR28Black.jpg,http://www.o-review.com/images/X-Metal/small/Juliet_Brown_VR28Black.jpg
827,Carbon/24K Gold Iridium,2017-06-15 17:30:26,2017-06-15 21:30:25,NULL,2,449,12-628,$285,http://www.o-review.com/glassesdetail.asp?ID=862,1999,NULL,Carbon,3,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Juliet_Carbon_24k.jpg,http://www.o-review.com/images/X-Metal/small/Juliet_Carbon_24k.jpg
828,Titanium (Lens 1)/Clear,2017-06-15 17:30:30,2017-06-15 21:30:30,NULL,2,218,11-643,None,http://www.o-review.com/glassesdetail.asp?ID=697,NULL,NULL,Titanium (Lens 1),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens1_Titanium_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens1_Titanium_Clear.jpg
829,Emerald/Gold Iridium,2017-06-15 17:30:34,2017-06-15 21:30:34,NULL,2,603,04-282,$100,http://www.o-review.com/glassesdetail.asp?ID=377,NULL,NULL,Emerald,34,1,NULL,NULL,NULL,NULL
830,Pearl/Black Iridium,2017-06-15 17:30:35,2017-06-15 21:30:35,NULL,2,640,04-021,$130,http://www.o-review.com/glassesdetail.asp?ID=199,1995,1997,Pearl,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_Pearl_Black.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_Pearl_Black.jpg
831,Carbon/Black Iridium,2017-06-15 17:30:37,2017-06-15 21:30:36,NULL,2,449,04-148,$325,http://www.o-review.com/glassesdetail.asp?ID=4768,March 2009,NULL,Carbon,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Juliet_Carbon_BlackHydrophobic.jpg,http://www.o-review.com/images/X-Metal/small/Juliet_Carbon_BlackHydrophobic.jpg
832,Titanium (Lens 2)/Clear,2017-06-15 17:30:48,2017-06-15 21:30:48,NULL,2,218,,None,http://www.o-review.com/glassesdetail.asp?ID=692,NULL,NULL,Titanium (Lens 2),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens2_Titanium_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens2_Titanium_Clear.jpg
833,Carbon/Black Iridium,2017-06-15 17:30:54,2017-06-15 21:30:53,NULL,2,449,04-159,$355,http://www.o-review.com/glassesdetail.asp?ID=4767,March 2009,April 2011,Carbon,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Juliet_CarbonDucati_BlackHydrophobic.jpg,http://www.o-review.com/images/X-Metal/small/Juliet_CarbonDucati_BlackHydrophobic.jpg
834,Snow Jungle/Black Iridium,2017-06-15 17:30:54,2017-06-15 21:30:54,NULL,2,640,04-026,$130,http://www.o-review.com/glassesdetail.asp?ID=200,1995,2000,Snow Jungle,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Trenchcoat_SnowJungle_Black.jpg,http://www.o-review.com/images/Jackets/small/Trenchcoat_SnowJungle_Black.jpg
835,Evergreen (Hawaii)/Emerald Iridium,2017-06-15 17:30:54,2017-06-15 21:30:54,NULL,2,603,*,$125,http://www.o-review.com/glassesdetail.asp?ID=1619,NULL,NULL,Evergreen (Hawaii),20,1,NULL,NULL,NULL,NULL
836,Carbon/Black Iridium,2017-06-15 17:31:01,2017-06-15 21:31:01,NULL,2,449,12-673,$325,http://www.o-review.com/glassesdetail.asp?ID=185,1999,NULL,Carbon,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Ducati_Juliet.jpg,http://www.o-review.com/images/X-Metal/small/Ducati_Juliet.jpg
837,Titanium (Lens 3)/Clear,2017-06-15 17:31:09,2017-06-15 21:31:08,NULL,2,218,,None,http://www.o-review.com/glassesdetail.asp?ID=687,NULL,NULL,Titanium (Lens 3),16,1,NULL,NULL,http://www.o-review.com/images/RX/TitaniumWhy3Lens3_Titanium_Clear.jpg,http://www.o-review.com/images/RX/small/TitaniumWhy3Lens3_Titanium_Clear.jpg
838,Carbon/Black Iridium,2017-06-15 17:31:10,2017-06-15 21:31:10,NULL,2,449,04-128,$300,http://www.o-review.com/glassesdetail.asp?ID=341,1999,NULL,Carbon,7,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Juliet_Carbon_Black.jpg,http://www.o-review.com/images/X-Metal/small/Juliet_Carbon_Black.jpg
839,Evergreen (Miami)/Fire Iridium,2017-06-15 17:31:14,2017-06-15 21:31:13,NULL,2,603,13-840,$125,http://www.o-review.com/glassesdetail.asp?ID=972,NULL,NULL,Evergreen (Miami),23,1,NULL,NULL,NULL,NULL
840,Carbon/Black Iridium Polarized,2017-06-15 17:31:18,2017-06-15 21:31:17,NULL,2,449,12-835,$330,http://www.o-review.com/glassesdetail.asp?ID=1258,1999,NULL,Carbon,8,1,NULL,NULL,http://www.o-review.com/images/X-Metal/Juliet_Carbon_Black.jpg,http://www.o-review.com/images/X-Metal/small/Juliet_Carbon_Black.jpg
841,Blue/Black Iridium,2017-06-15 17:31:19,2017-06-15 21:31:18,NULL,2,641,03-144,$130,http://www.o-review.com/glassesdetail.asp?ID=2223,September 1997,2000,Blue,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/Topcoat_Blue_Black.jpg,http://www.o-review.com/images/Jackets/small/Topcoat_Blue_Black.jpg
